title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"Ringgit softer against US$, firmer versus other currencies","The local note was higher versus the Singapore dollar to 3.0990/1028 from 3.1151/1201 previously, and improved against the Thai baht to 12.1346/1546 from 12.2083/2338 last Friday.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Ringgit softer against US$, firmer versus other currencies",It was little changed against the Indonesian rupiah at 222.4/222.7 versus 222.7/223.2 previously and was marginally higher vis-a-vis the Philippine peso at 6.43/6.44 compared with 6.45/6.46.,Exchange rate movements are negligible and lack directional momentum; no systemic stress or expansion is indicated from these marginal fluctuations.,0.0,0.0,0.0,0.0,0.0,3.0
Master the digital economy with APU’s postgraduate pathways,"IN today’s rapidly evolving digital landscape, postgraduate education is no longer just an academic milestone but a strategic investment in career growth, industry relevance and future leadership.","The sentence discusses postgraduate education as a personal career investment, with no reference to any macroeconomic domain such as monetary policy, inflation, aggregate activity, labor market metrics, fiscal policy, or external trade.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"As industries worldwide undergo transformation driven by artificial intelligence (AI), data analytics, digitalisation and emerging technologies, professionals are increasingly seeking qualifications that equip them with practical, future-focused expertise.","The sentence describes broad global technological transformation and workforce upskilling trends without providing any directional signal for specific macroeconomic categories such as monetary policy, inflation, output, labor market aggregates, fiscal stance, or external balances.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,This is where the Asia Pacific University of Technology and Innovation (APU) continues to stand out.,The sentence is a generic promotional statement about a specific university's performance and has no relevance to any macroeconomic domain or systemic economic indicator.,0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"On June 6 and 7, APU will host its Postgraduate Open Day, welcoming prospective Master’s, Master of Business Administration (MBA), Doctor of Business Administration (DBA), and postgraduate students to explore flexible study opportunities designed to meet the demands of the modern workforce.","The sentence describes a university postgraduate recruitment event and flexible study programs. It contains no mention of any macroeconomic domain, policy, or aggregate economic indicator. All six macro dimensions are unaddressed.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"The event will be conducted both on-campus and online, allowing participants to engage with APU’s academic experts and explore programmes aligned with today’s most sought-after industries.","The statement describes an academic event and program exploration, containing no references to any macroeconomic dimension such as central banking, inflation, GDP, employment, fiscal policy, or external trade.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Future-focused learning Recognised by the Malaysia Digital Economy Corporation (MDEC) as a Premier Digital Tech Institution (PDTI), APU has built a strong reputation for producing highly employable graduates in technology-driven sectors.","The sentence describes a singular institutional recognition and its graduate employability reputation, which is a micro-level achievement and does not provide any directional signal for systemic national macroeconomic dimensions.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,What differentiates APU from many traditional institutions is its emphasis on integrating industry relevance directly into its postgraduate ecosystem.,"The sentence discusses an educational institution's curriculum focus and has no connection to any macroeconomic domain such as monetary policy, inflation, GDP, labor markets, fiscal policy, or external trade.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Rather than focusing solely on theory, APU’s postgraduate programmes are designed to incorporate practical exposure, multidisciplinary learning, emerging technologies and real-world applications.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"The university continues to empower professionals and graduates with the skills, knowledge and industry exposure needed to thrive in the digital economy.","The sentence describes a university's educational program for skill development, which does not provide any signal or data regarding systemic macroeconomic dimensions such as central banking, inflation, GDP, aggregate labor markets, fiscal policy, or external trade. It is entirely outside the scope of the six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,“Postgraduate education today must go beyond academic knowledge.,"The sentence discusses educational philosophy and does not contain any macroeconomic data, indicators, policy shifts, or signals relevant to the six defined macro dimensions. All domains are unmentioned or irrelevant.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"It should empower professionals to adapt, innovate and lead confidently in an increasingly digital and interconnected world,” said APU vice chancellor Prof Dr Ho Chin Kuan.","The sentence is a generic aspirational statement about professional development in a digital world, with no mention of any macroeconomic variable (central bank, inflation, GDP, employment, fiscal policy, trade, etc.). It does not contain any signal for the six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"For business professionals, APU also offers specialised MBA pathways in areas such as AI, Business Analytics, Digital Leadership, Supply Chain Management, Oil and Gas Management, as well as Sustainability Leadership.","The sentence describes academic program offerings, not macroeconomic conditions or systemic economic signals.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,Strong industry ties APU’s postgraduate programmes are further strengthened through long-standing collaborations with global and regional technology companies.,"The sentence discusses university postgraduate program strengthening through industry collaborations, which is an educational/institutional development without any direct macroeconomic signals or systemic economic implications.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Through its industry-academia ecosystem, students benefit from industry-informed curricula, workshops, certifications, networking opportunities and exposure to practical industry challenges.","The statement describes an educational program and student benefits, which is a micro-level institutional initiative unrelated to any of the six macro domains. No systemic economic signals, policy moves, or aggregate metrics are referenced.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Collaborations with technology leaders, including Amazon Web Services, Cisco, Microsoft, Google and other digital industry partners, reinforce APU’s commitment to bridging academic learning with industry practice.","The sentence discusses academic-industry partnerships between a university and technology companies, which is an isolated institutional/business development with no systemic macroeconomic impact on national monetary, fiscal, labor, or external sectors.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,This ensures that postgraduate students are not only academically prepared but also professionally equipped to meet evolving industry expectations.,"The sentence discusses postgraduate academic and professional preparation without any reference to aggregate macro indicators, systemic economic trends, or policy changes.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"In addition, APU’s strong research and innovation culture enables students to engage with impactful projects in areas such as AI, cybersecurity, robotics, Internet of Things (IoT), smart technologies and digital society research.","The sentence exclusively describes a university's research initiatives and student engagement in technology fields. It contains no reference to national macroeconomic aggregates, central banking, price levels, labor markets, fiscal policy, or external trade dynamics.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Discover your pathway: Prospective students can explore flexible study pathways, and tour APU’s state-of-the-art facilities in Bukit Jalil and speak directly to academic experts on June 6 and 7.","The sentence is a university open day advertisement about study pathways and facility tours, containing no macroeconomic indicators or signals for any of the six domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Flexible learning pathways for professionals Recognising the evolving needs of modern learners, APU offers flexible study modes tailored to both fresh graduates and working professionals.","The sentence describes an educational institution's flexible study program offerings, which is a micro-level commercial or institutional detail with no systemic macroeconomic implications.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"During the Postgraduate Open Day, visitors can explore various learning pathways, including on-campus learning, hybrid learning, and online learning (ODL), providing greater flexibility for learners balancing studies with professional commitments.","The statement describes academic program options at a postgraduate open day, with no relevance to any macroeconomic dimension such as central banking, inflation, economic activity, labor markets, fiscal policy, or external trade.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"“Our ODL ecosystem is designed to equip learners with industry-relevant knowledge, digital fluency and an engaging learning experience that integrates seamlessly with modern professional life,” said APU academic development and strategy deputy vice-chancellor Prof Dr Murali Raman.","The sentence solely discusses an educational institution's open distance learning ecosystem and learner skill development, with no reference or implication to any macroeconomic domain.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Meanwhile, APU Digital Learning Hub senior digital learning designer and programme leader Dr Fumiko Konno, highlighted the growing importance of future-ready education.","The sentence discusses a digital learning program and the importance of future-ready education, with no reference to any macroeconomic domain such as monetary policy, inflation, economic activity, labor markets, government fiscal policy, or external sector. It is entirely unrelated to systemic macro indicators.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"“APU's Master of Education in Learning Design and Technology (MEd LDT) equips you with an evidence-based framework for reframing how learning is designed in the digital and AI-enabled era, whatever generation of learners you encounter,” she said.",The sentence describes an educational program and has no relevance to any macroeconomic domain. All six categories are entirely unmentioned and unrelated.,0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,Learn from experts One of the key highlights of the Open Day will be its series of insightful postgraduate talks focusing on emerging industry trends and future career opportunities.,"The sentence describes a university open day and promotional postgraduate talks on general industry trends and career opportunities. It contains no macroeconomic data points, signals of systemic expansion or contraction, or any reference to national economic indicators.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,These sessions are designed to provide participants with deeper insights into fast-growing industries and the skills increasingly valued by employers worldwide.,"The sentence describes generic informational sessions about industry trends and valued skills, with no reference to any macroeconomic data points, policy shifts, or systemic economic conditions. There is no directional signal for any of the six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Step into your future with confidence Combined with APU’s strong employability positioning and future-ready learning environment, postgraduate students are empowered not only to gain qualifications but also to accelerate their careers, expand their professional networks and position themselves for leadership opportunities in the digital era.","The statement is a promotional micro-level description of a university's postgraduate program focusing on individual career outcomes and institutional positioning. It contains no reference to national macroeconomic aggregates, systemic trends, or policy domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"For aspiring professionals seeking to unlock their next career milestone, APU’s Postgraduate Open Day offers the perfect opportunity to explore how postgraduate education can become a transformative pathway towards long-term success and industry relevance.","The sentence is a purely promotional statement about a university postgraduate open day, containing no reference to any macroeconomic variable, systemic risk, or aggregate economic condition.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"Join the APU Postgraduate Open Day on June 6 and 7 at APU’s purpose-built and futuristic campus in Technology Park Malaysia, Bukit Jalil, Kuala Lumpur and discover how the right postgraduate journey can shape your future in the digital economy.","The sentence is a promotional university advertisement with no reference to any macroeconomic variable, policy, market condition, or systemic indicator across any of the six domains.",0.0,0.0,0.0,0.0,0.0,0.0
Master the digital economy with APU’s postgraduate pathways,"For more information, visit the website.","The sentence is a purely administrative or informational directive providing no data, policy signal, or economic trend for any macro dimension.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"NEW YORK: General Mills has agreed to sell its Haagen-Dazs ice-cream shops in mainland China to a group led by fast-growing tea chain operator Ningji, the latest sale to underscore the ebbing fortunes of foreign brands in the world’s No 2 economy.","The sentence describes a single corporate divestiture of a specific ice-cream retail chain. This is a micro-level commercial transaction, not a systemic macroeconomic movement. The phrase 'ebbing fortunes of foreign brands' is a qualitative comment about market position, not a quantitative macro indicator. No domain experiences a directional shift.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"Chinese brands now develop products faster, price more aggressively and have proven more canny at adapting to social media trends than foreign competitors, taking prized market share.","The statement describes micro-level competitive dynamics among brands (Chinese vs. foreign) without any direct or systemic reference to national macroeconomic aggregates, trade balances, or policy shifts. It is an isolated commercial observation.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"General Mills, which said it was seeking to concentrate on brands and opportunities yielding more profitable growth, did not disclose financial terms.","This statement describes a single company's internal strategic focus on profitable growth. It does not provide any systemic macroeconomic signal about national aggregates, central bank policy, inflation, labor markets, fiscal position, or the external balance of trade. It is a micro-level corporate announcement.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,It will continue to sell Haagen-Dazs ice creams in China through third-party retailers such as convenience stores.,"The sentence describes a single company's micro-level retail distribution strategy for a specific consumer product brand. It contains no systemic macroeconomic signals regarding national expansion, inflation, GDP, labor, fiscal policy, or trade balances.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,The sale comes on the heels of Starbucks – another brand that was wildly popular in China in past decades – closing a deal in April to ​sell control of its China operations to Boyu Capital.,"The statement describes a single corporate transaction (Starbucks selling control of its China operations), which is a micro-level commercial event. It does not convey any systemic national expansion, contraction, or macroeconomic risk across the defined domains.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,General Mills did not disclose the number of shops to be sold but a source with direct knowledge of the sale said the Ningji-led group will purchase around 170 Haagen-Dazs shops.,The statement describes a private corporate transaction involving a specific brand's retail outlet sale. It is a micro-level commercial event without any systemic macro impact across the defined domains.,0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"That compares with a peak of about 400 Haagen-Dazs shops in mainland China in the past, added the source who was not authorised to speak to media and declined to be identified.","The sentence mentions a specific brand's (Haagen-Dazs) retail shop count in mainland China, which is an isolated commercial micro-level detail with no systemic macroeconomic implications or directional signals for any of the six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"Ningji Lemon Tea, a chain founded by Amanda Wang in 2020, has expanded quickly across China and South-East Asia, and now has more than 3,000 stores.","The sentence describes the micro-level commercial expansion of a single retail chain. It does not convey any systemic national macroeconomic direction, aggregate demand signal, or structural policy shift. All six macro domains are unmentioned or irrelevant.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,It has also started operating in the United States under the Bobobaba brand.,"The sentence describes a single firm's operational start in the US under a brand name. This is an isolated micro-level commercial event, not a systemic macroeconomic indicator for any of the six domains. No aggregate national data, policy shifts, or market-wide signals are present.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,Ningji did not respond to a request for comment on the deal.,"The sentence is a micro-level statement about a specific entity's non-response to a comment request, lacking any macroeconomic content or systemic implications.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"Inflationary pressures stemming from the Iran war have threatened to exacerbate shaky Chinese consumer sentiment, hurt by years of sluggish economic growth.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"US brands, which have generally relied on a premium cachet, have suffered more as domestic brands engage in cut-throat pricing and amid tensions between Washington and Beijing.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"A single scoop of ice-cream at a Haagen-Dazs store, often seen as a popular date spot, sells for around 40 yuan (US$5.90) in China, though packaged Haagen-Dazs ice creams sold at Chinese convenience stores are a bit cheaper at around 25 yuan to 39 yuan.","The statement describes a specific micro-level retail price for a branded ice cream product. It does not provide any systemic macroeconomic signal regarding national inflation, central bank policy, aggregate economic activity, labor markets, fiscal policy, or external trade. The mention of prices in yuan is purely anecdotal and not indicative of broad price trends or cost pressures.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"Even so, those items are pricey compared to Mixue Ice Cream and Tea, the world’s largest fast food chain, which sells soft serve cones from three yuan apiece from its 60,000 outlets.","The sentence describes a micro-level price comparison between unspecified items and a specific fast food chain's soft serve cones. It does not reference any systemic macro variable such as aggregate inflation, central bank policy, GDP, employment, fiscal measures, or external trade. This is an isolated commercial retail product observation, irrelevant to all macro dimensions.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,Consumers interested in more high-end ice-cream also now have a plethora of boutiques to choose from that offer many flavours developed specifically for Chinese tastes.,"The sentence describes micro-level consumer preferences and product variety in a niche market (high-end ice cream), lacking any systemic macro-economic signals, aggregate metrics, or policy implications.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"The Mr Wild Man chain, for example, has more than 700 stores with flavours like rice and soy sauce caramel for 30 yuan per cup.","The sentence describes a single retail chain's store count and product pricing details at the micro-commercial level. It contains no signals related to national monetary policy, aggregate inflation trends, GDP, employment, fiscal actions, or external sector dynamics. Thus, all macro domains are unmentioned and irrelevant.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"The sector is also grappling with changing dietary preferences toward healthier foods, a trend accelerated by the rapid uptake of weight-loss drugs.","The sentence describes a micro-level shift in consumer dietary preferences and drug uptake without any reference to systemic macro aggregates, central bank policy, inflation, GDP, labor, fiscal, or external trade dynamics.",0.0,0.0,0.0,0.0,0.0,0.0
General Mills to sell its China Haagen-Dazs ice-cream shops,"Minneapolis-based General Mills, home to brands such as Cheerios and Pillsbury, said it expects to close the deal this year.","The sentence describes a single company's (General Mills) isolated micro-level deal closure expectation, which is not a systemic macroeconomic signal. No dimension is affected.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"JAKARTA: A former Indonesian education minister and the founder of the country’s largest start-up warned on Tuesday (June 2) that investors have been spooked by growing legal risks in Southeast Asia’s largest economy, as he delivered his final defence plea in a high-profile corruption case.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"Prosecutors alleged that former minister Nadiem Makarim had been involved in improper laptop procurement during the Covid-19 pandemic, leading to US$125.64 million (S$161 million) in state losses.",Alleged corruption in government procurement leading to direct state losses represents a negative fiscal governance signal and deterioration of public financial management.,0.0,0.0,0.0,0.0,2.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"In May, they sought an 18-year prison sentence for him and demanded that he pay about 6 trillion rupiah (S$430.5 million) in fines and restitution.","The sentence describes a legal proceeding regarding an individual's sentencing and financial penalties, with no reference to any macroeconomic dimension such as monetary policy, inflation, economic activity, labor, fiscal policy, or external trade.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"Makarim, who resigned as chief executive of technology start-up Gojek in 2019 to serve as education minister until 2024, has been accused of enriching himself to the tune of around 809 billion rupiah through the procurement of Chromebook laptops and Chrome OS for schools between 2020 and 2022, prosecutors have said.","The sentence describes an isolated corruption allegation against a specific former minister involving a single government procurement contract. It does not convey any directional macro signal regarding systemic fiscal health, monetary policy, inflation, economic activity, labor markets, or external trade. It is a micro-level legal case.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,They alleged that Makarim created tender specifications that only fit the Chrome system to “make Google the sole controller of the education ecosystem in Indonesia”.,"The sentence describes an isolated allegation about tender specifications favoring a specific company in a single procurement process. It does not reference any national-level macroeconomic aggregates, central bank policies, inflation trends, GDP, employment, fiscal budgets, or trade balances. Therefore, all macro domains are unaddressed and irrelevant.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"Standing before a panel of judges on June 2, Makarim denied his involvement in the procurement of the laptops and cast doubt over the veracity of the prosecutors’ claims that the laptops were more expensive than necessary.",The sentence describes a legal defense regarding a specific procurement case for laptops. It does not contain any systemic macroeconomic signals or indicators for any of the six domains.,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"“Experts and witnesses have said there were no state losses, no law violations, no self-enrichment or enriching others as well as corporations, no mens rea,” he said.","The sentence is a legal statement denying wrongdoing or losses in a specific context, with no mention of any macroeconomic indicator, policy, or systemic condition. It is entirely outside the scope of all six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"Prosecutors alleged that Google’s investment in Gojek’s parent company influenced the procurement of the laptops, and claimed that the ministry went ahead with the purchase of Chromebooks after Makarim met several times in 2020 with representatives of Google Asia Pacific and Google Indonesia.","The text describes micro-level corporate procurement allegations and individual meetings, with no references to systemic macroeconomic variables such as central bank policy, aggregate prices, national output, labor markets, fiscal policy, or trade/exchange rate dynamics.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,Google has not been indicted.,"The statement solely discusses the legal status of a single private corporation (Google) and contains no references to systemic national economic indicators, central bank policy, inflation, GDP, labor markets, fiscal policy, or external trade. It is an isolated corporate micro-event, entirely outside the scope of macro domain analysis.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,Makarim said Google’s investment in Gojek was separate from the procurement.,"This sentence refers to a specific corporate investment by Google in Gojek and a separate procurement event, neither of which indicates systemic macroeconomic movements in any of the defined domains.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"In January, Google said its investments in Gojek-related entities occurred between 2017 and 2021, most of which pre-dated Makarim’s appointment as minister.","The sentence describes a specific corporate investment timeline with no reference to systemic national economic aggregates, central bank policy, inflation, labor markets, fiscal stance, or external trade balances. It is an isolated micro-level commercial disclosure.",0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"Makarim, a Harvard Business School graduate, said potential investors in Indonesia were worried by the legal uncertainties in his case and by the criminalisation of professionals.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia Gojek founder warns of investor concerns in graft defence plea,"“Young professionals are scared that they can become the next victims,” he said tearfully.","The sentence describes an individual's emotional fear about personal victimization, with no reference to any systemic macro indicator, policy, or market condition.",0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","The dollar traded in a tight range on Tuesday as investors watched for progress on a potential deal to reopen the Strait of Hormuz, while awaiting key U.S. economic data later in the day, which could shape the Federal Reserve’s policy path.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data",A peace deal between the U.S. and Iran would ease pressure on currencies from oil-importing countries like Japan and the euro zone while curbing safe-haven demand for the dollar.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","U.S. President Donald Trump said on Monday that talks with Iran were ongoing, despite a report that Tehran had suspended indirect negotiations with the United States to end hostilities, a move that prompted a slight drop in oil prices.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","Investors have treated news of any progress toward ending the U.S.-Israeli war on Iran with caution, given the fragility of a ceasefire between Washington and Tehran struck in early April.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data",Lebanon's announcement on Monday of a limited ceasefire between the Iran-backed Hezbollah and Israel also did little to give the market impetus.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","The dollar index, which measures the currency against six peers, was down 0.05% at 99.05.",A negligible 0.05% decline in the dollar index represents routine market fluctuation without directional momentum or systemic trade/currency shock implications.,0.0,0.0,0.0,0.0,0.0,3.0
"Dollar stuck in narrow band as traders eye Middle East, US data",It has hovered in a narrow range of about 98.9 to 99.5 since May 15.,"The sentence describes a narrow, stable range of an unspecified index without any directional momentum, systemic stress, structural expansion, or explicit macroeconomic domain reference.",0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","""By (Monday) evening, a sense of relief had returned as the U.S. president had seemingly secured another ceasefire in Lebanon,"" said Michael Pfister, foreign exchange strategist at Commerzbank.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","""The foreign exchange market is nevertheless likely to be dominated by news of the situation today.","The sentence only notes that the FX market will react to situational news, providing no directional momentum or systemic impact. This is a neutral observation with no positive or negative signal.",0.0,0.0,0.0,0.0,0.0,3.0
"Dollar stuck in narrow band as traders eye Middle East, US data","But any news of setbacks in the negotiations will be met with considerable caution,"" he added.","The statement is a vague conditional warning about hypothetical 'setbacks in negotiations' without specifying the domain (trade, fiscal, etc.). It lacks concrete economic data or directional macro signal, so all domains are unmentioned or irrelevant.",0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","The dollar had rallied at the onset of the Iran conflict, which began on February 28, buoyed by safe-haven demand and the U.S. economy's relatively limited exposure to energy-driven inflation.","The sentence describes a dollar rally driven by safe-haven demand and limited US exposure to energy inflation during the Iran conflict. While currency movements can affect trade, the statement is a factual observation without indicating directional stress or expansion for the external balance. No other macro domains are mentioned.",0.0,0.0,0.0,0.0,0.0,3.0
"Dollar stuck in narrow band as traders eye Middle East, US data","However, it has given back some of those gains due to the uncertainty of the war's trajectory.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","US DATA IN FOCUS Later, the U.S. Labor Department will release job openings data ahead of Friday's closely watched monthly employment report, with markets betting the U.S. central bank's next move will be to raise its benchmark interest rate.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","""The combination of loose U.S. financial conditions, reversing safe-haven support and the Fed sounding patient has kept the dollar in check,"" Paul Mackel, global head of forex research at HSBC, said.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","""However, a turning point is nearing, as much will increasingly depend on key economic data and what central banks say and do next, in particular the Federal Reserve,"" he added, pointing to the Fed’s policy meeting scheduled in two weeks.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","Friday's monthly U.S. employment report is expected to show a gain of 85,000 jobs in May and no change in the current 4.3% unemployment rate, according to a Reuters poll of economists.","The sentence reports a neutral forecast of moderate job gains and an unchanged unemployment rate, representing baseline labor market stability without directional momentum or systemic shift.",0.0,0.0,0.0,3.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","YEN'S 160 PER DOLLAR MARK IN THE SPOTLIGHT In Japan, Finance Minister Satsuki Katayama said on Tuesday the authorities stood ready to respond in the currency market as needed and refrained from commenting on recent exchange-rate moves.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","The Japanese yen was a tad lower against the dollar at 159.72 per dollar, close to the 160 level widely seen by markets as a trigger for intervention.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
